,3P,3PA,3PPct,AST,BLK,Date,FG,FGA,FGPct,FT,FTA,FTPct,ORB,Opp,Opp3P,Opp3PA,Opp3PPct,OppAST,OppBLK,OppFG,OppFGA,OppFGPct,OppFT,OppFTA,OppFTPct,OppORB,OppPF,OppPts,OppSTL,OppTOV,OppTRB,PF,Result,STL,Season,TOV,TRB,Team,TmPts,loc,OppLC
101428,8.0,20.0,0.4,12.0,6.0,2019-11-08,25.0,65.0,0.385,13.0,18.0,0.722,5.0,Colorado,6.0,16.0,0.375,12.0,3.0,30.0,65.0,0.462,15.0,25.0,0.6,10.0,14.0,81.0,6.0,18.0,45.0,24.0,L,10.0,2020,16.0,33.0,arizona-state,71.0,N,colorado
101429,7.0,27.0,0.259,19.0,5.0,2019-11-14,29.0,65.0,0.446,25.0,33.0,0.758,12.0,Central Connecticut,4.0,17.0,0.235,9.0,5.0,17.0,57.0,0.298,11.0,21.0,0.524,10.0,28.0,49.0,6.0,23.0,33.0,18.0,W,14.0,2020,11.0,43.0,arizona-state,90.0,,central-connecticut-state
101430,10.0,32.0,0.313,15.0,6.0,2019-11-17,35.0,82.0,0.4270000000000001,12.0,20.0,0.6,13.0,Rider,3.0,21.0,0.14300000000000002,10.0,3.0,23.0,60.0,0.38299999999999995,6.0,14.0,0.429,9.0,22.0,55.0,7.0,29.0,40.0,18.0,W,16.0,2020,7.0,39.0,arizona-state,92.0,,rider
101431,5.0,19.0,0.263,9.0,4.0,2019-11-23,28.0,61.0,0.45899999999999996,19.0,26.0,0.731,9.0,St. John's (NY),3.0,16.0,0.188,9.0,4.0,25.0,66.0,0.379,14.0,22.0,0.636,13.0,21.0,67.0,4.0,15.0,36.0,19.0,W,6.0,2020,13.0,36.0,arizona-state,80.0,N,st-johns-ny
101432,5.0,19.0,0.263,7.0,2.0,2019-11-24,17.0,42.0,0.405,6.0,10.0,0.6,3.0,Virginia,5.0,16.0,0.313,6.0,5.0,18.0,49.0,0.3670000000000001,7.0,7.0,1.0,7.0,13.0,48.0,4.0,13.0,27.0,13.0,L,8.0,2020,13.0,21.0,arizona-state,45.0,N,virginia
101433,8.0,16.0,0.5,10.0,1.0,2019-11-26,24.0,53.0,0.45299999999999996,11.0,17.0,0.647,3.0,Princeton,7.0,26.0,0.26899999999999996,13.0,3.0,27.0,57.0,0.474,4.0,9.0,0.444,7.0,17.0,65.0,3.0,11.0,34.0,15.0,W,5.0,2020,8.0,26.0,arizona-state,67.0,@,princeton
101434,5.0,12.0,0.41700000000000004,9.0,2.0,2019-12-03,26.0,62.0,0.419,14.0,19.0,0.737,8.0,San Francisco,8.0,28.0,0.28600000000000003,5.0,6.0,24.0,66.0,0.364,11.0,16.0,0.688,11.0,17.0,67.0,7.0,10.0,41.0,16.0,W,7.0,2020,12.0,40.0,arizona-state,71.0,@,san-francisco
101435,6.0,26.0,0.231,13.0,1.0,2019-12-07,28.0,67.0,0.418,15.0,22.0,0.682,16.0,Louisiana,8.0,24.0,0.33299999999999996,7.0,3.0,21.0,49.0,0.429,15.0,20.0,0.75,5.0,20.0,65.0,4.0,20.0,34.0,18.0,W,10.0,2020,12.0,39.0,arizona-state,77.0,,louisiana-lafayette
101436,5.0,17.0,0.294,9.0,4.0,2019-12-11,23.0,51.0,0.451,37.0,51.0,0.725,8.0,Prairie View,8.0,16.0,0.5,16.0,3.0,25.0,58.0,0.431,21.0,33.0,0.636,12.0,31.0,79.0,6.0,20.0,34.0,25.0,W,8.0,2020,13.0,32.0,arizona-state,88.0,,prairie-view
101437,6.0,25.0,0.24,12.0,1.0,2019-12-14,33.0,67.0,0.493,7.0,16.0,0.43799999999999994,10.0,Georgia,2.0,24.0,0.083,12.0,1.0,23.0,66.0,0.348,11.0,20.0,0.55,13.0,20.0,59.0,11.0,19.0,39.0,18.0,W,9.0,2020,17.0,40.0,arizona-state,79.0,,georgia
101438,3.0,22.0,0.136,4.0,3.0,2019-12-18,23.0,64.0,0.359,7.0,8.0,0.875,9.0,Saint Mary's,16.0,26.0,0.615,19.0,3.0,34.0,57.0,0.596,12.0,17.0,0.706,4.0,16.0,96.0,10.0,9.0,33.0,20.0,L,5.0,2020,15.0,31.0,arizona-state,56.0,N,saint-marys-ca
101439,7.0,26.0,0.26899999999999996,11.0,3.0,2019-12-21,23.0,65.0,0.354,7.0,10.0,0.7,9.0,Creighton,7.0,24.0,0.292,15.0,4.0,27.0,61.0,0.44299999999999995,6.0,8.0,0.75,7.0,15.0,67.0,2.0,11.0,38.0,14.0,L,5.0,2020,10.0,33.0,arizona-state,60.0,,creighton
101440,12.0,25.0,0.48,19.0,1.0,2019-12-28,36.0,63.0,0.5710000000000001,14.0,21.0,0.667,10.0,Texas Southern,9.0,22.0,0.409,16.0,0.0,26.0,60.0,0.433,20.0,24.0,0.833,11.0,22.0,81.0,5.0,22.0,30.0,19.0,W,13.0,2020,15.0,31.0,arizona-state,98.0,,texas-southern
101441,3.0,21.0,0.14300000000000002,2.0,5.0,2020-01-04,18.0,59.0,0.305,8.0,19.0,0.42100000000000004,6.0,Arizona,4.0,15.0,0.267,17.0,6.0,30.0,63.0,0.47600000000000003,11.0,22.0,0.5,10.0,18.0,75.0,6.0,12.0,47.0,22.0,L,4.0,2020,14.0,30.0,arizona-state,47.0,@,arizona
101442,8.0,16.0,0.5,13.0,3.0,2020-01-09,29.0,60.0,0.483,16.0,24.0,0.667,9.0,Oregon State,8.0,21.0,0.381,13.0,5.0,23.0,50.0,0.46,22.0,31.0,0.71,5.0,18.0,76.0,5.0,14.0,31.0,24.0,W,10.0,2020,12.0,35.0,arizona-state,82.0,@,oregon-state
101443,9.0,29.0,0.31,12.0,2.0,2020-01-11,23.0,59.0,0.39,14.0,16.0,0.875,8.0,Oregon,12.0,29.0,0.414,16.0,4.0,26.0,54.0,0.48100000000000004,14.0,23.0,0.609,9.0,16.0,78.0,4.0,12.0,34.0,18.0,L,4.0,2020,9.0,25.0,arizona-state,69.0,@,oregon
101444,6.0,23.0,0.261,10.0,7.0,2020-01-16,24.0,70.0,0.34299999999999997,7.0,11.0,0.636,15.0,Colorado,7.0,18.0,0.389,13.0,3.0,21.0,52.0,0.40399999999999997,19.0,26.0,0.731,7.0,16.0,68.0,8.0,11.0,36.0,22.0,L,3.0,2020,14.0,38.0,arizona-state,61.0,,colorado
101445,11.0,18.0,0.611,15.0,6.0,2020-01-18,30.0,58.0,0.517,12.0,18.0,0.667,5.0,Utah,6.0,24.0,0.25,16.0,3.0,22.0,56.0,0.39299999999999996,14.0,20.0,0.7,10.0,14.0,64.0,6.0,15.0,31.0,16.0,W,6.0,2020,12.0,25.0,arizona-state,83.0,,utah
101446,6.0,29.0,0.207,13.0,5.0,2020-01-25,28.0,72.0,0.389,4.0,9.0,0.444,11.0,Arizona,6.0,20.0,0.3,11.0,5.0,23.0,57.0,0.40399999999999997,13.0,18.0,0.722,7.0,13.0,65.0,7.0,18.0,37.0,15.0,W,8.0,2020,12.0,33.0,arizona-state,66.0,,arizona
101447,5.0,19.0,0.263,9.0,4.0,2020-01-29,26.0,63.0,0.413,8.0,15.0,0.5329999999999999,11.0,Washington State,10.0,25.0,0.4,14.0,4.0,23.0,56.0,0.41100000000000003,11.0,16.0,0.688,4.0,16.0,67.0,12.0,19.0,31.0,15.0,L,8.0,2020,21.0,38.0,arizona-state,65.0,@,washington-state
101448,8.0,28.0,0.28600000000000003,9.0,2.0,2020-02-01,26.0,57.0,0.456,27.0,33.0,0.818,9.0,Washington,9.0,31.0,0.29,10.0,5.0,24.0,62.0,0.387,26.0,35.0,0.743,9.0,23.0,83.0,12.0,14.0,29.0,26.0,W,8.0,2020,19.0,38.0,arizona-state,87.0,@,washington
101449,14.0,24.0,0.583,16.0,4.0,2020-02-06,29.0,58.0,0.5,12.0,17.0,0.706,2.0,UCLA,7.0,25.0,0.28,10.0,2.0,22.0,58.0,0.379,15.0,22.0,0.682,5.0,15.0,66.0,4.0,10.0,30.0,14.0,W,4.0,2020,8.0,32.0,arizona-state,84.0,,ucla
101450,8.0,25.0,0.32,7.0,5.0,2020-02-08,21.0,67.0,0.313,16.0,20.0,0.8,14.0,USC,8.0,20.0,0.4,11.0,9.0,23.0,55.0,0.418,10.0,17.0,0.588,12.0,19.0,64.0,9.0,24.0,39.0,17.0,W,12.0,2020,16.0,38.0,arizona-state,66.0,,southern-california
101451,5.0,16.0,0.313,9.0,0.0,2020-02-13,29.0,53.0,0.547,11.0,16.0,0.688,8.0,Stanford,6.0,21.0,0.28600000000000003,13.0,4.0,26.0,50.0,0.52,11.0,16.0,0.688,4.0,15.0,69.0,9.0,18.0,19.0,19.0,W,5.0,2020,19.0,29.0,arizona-state,74.0,@,stanford
101452,7.0,15.0,0.467,8.0,4.0,2020-02-16,26.0,53.0,0.491,21.0,30.0,0.7,5.0,California,7.0,18.0,0.389,10.0,1.0,27.0,58.0,0.466,14.0,20.0,0.7,6.0,24.0,75.0,4.0,9.0,31.0,18.0,W,5.0,2020,9.0,30.0,arizona-state,80.0,@,california
101453,8.0,21.0,0.381,17.0,1.0,2020-02-20,29.0,60.0,0.483,11.0,21.0,0.524,8.0,Oregon,8.0,28.0,0.28600000000000003,14.0,5.0,26.0,62.0,0.419,12.0,19.0,0.632,12.0,20.0,72.0,6.0,15.0,39.0,16.0,W,9.0,2020,11.0,32.0,arizona-state,77.0,,oregon
101454,7.0,25.0,0.28,10.0,4.0,2020-02-22,26.0,53.0,0.491,15.0,20.0,0.75,7.0,Oregon State,10.0,22.0,0.455,16.0,2.0,26.0,52.0,0.5,11.0,13.0,0.846,5.0,20.0,73.0,7.0,13.0,23.0,16.0,W,8.0,2020,11.0,24.0,arizona-state,74.0,,oregon-state
101455,10.0,19.0,0.526,6.0,4.0,2020-02-27,26.0,57.0,0.456,10.0,11.0,0.909,6.0,UCLA,8.0,22.0,0.364,16.0,4.0,27.0,62.0,0.435,13.0,17.0,0.765,14.0,13.0,75.0,8.0,16.0,38.0,21.0,L,9.0,2020,14.0,26.0,arizona-state,72.0,@,ucla
101456,7.0,29.0,0.24100000000000002,8.0,2.0,2020-02-29,19.0,58.0,0.32799999999999996,16.0,23.0,0.696,4.0,USC,9.0,20.0,0.45,11.0,4.0,24.0,48.0,0.5,14.0,21.0,0.667,6.0,19.0,71.0,7.0,19.0,36.0,21.0,L,9.0,2020,10.0,25.0,arizona-state,61.0,@,southern-california
101457,11.0,31.0,0.355,18.0,2.0,2020-03-05,29.0,71.0,0.408,14.0,18.0,0.778,14.0,Washington,11.0,26.0,0.423,19.0,4.0,30.0,59.0,0.508,19.0,22.0,0.8640000000000001,8.0,12.0,90.0,6.0,14.0,36.0,19.0,L,8.0,2020,9.0,33.0,arizona-state,83.0,,washington
101458,7.0,29.0,0.24100000000000002,14.0,5.0,2020-03-07,28.0,69.0,0.406,20.0,25.0,0.8,9.0,Washington State,5.0,25.0,0.2,9.0,6.0,26.0,71.0,0.366,17.0,21.0,0.81,14.0,22.0,74.0,8.0,20.0,43.0,21.0,W,13.0,2020,16.0,35.0,arizona-state,83.0,,washington-state
101459,7.0,22.0,0.318,11.0,1.0,2019-11-07,24.0,64.0,0.375,5.0,8.0,0.625,12.0,Marshall,4.0,20.0,0.2,11.0,9.0,26.0,59.0,0.441,11.0,20.0,0.55,14.0,10.0,67.0,9.0,16.0,40.0,16.0,L,8.0,2020,14.0,35.0,robert-morris,60.0,@,marshall
101460,11.0,30.0,0.3670000000000001,12.0,1.0,2019-11-09,21.0,62.0,0.33899999999999997,4.0,8.0,0.5,7.0,Notre Dame,8.0,22.0,0.364,18.0,5.0,31.0,54.0,0.574,22.0,25.0,0.88,5.0,12.0,92.0,5.0,11.0,39.0,21.0,L,6.0,2020,14.0,27.0,robert-morris,57.0,@,notre-dame
101461,7.0,20.0,0.35,16.0,3.0,2019-11-12,22.0,58.0,0.379,6.0,6.0,1.0,6.0,Pitt,5.0,12.0,0.41700000000000004,13.0,5.0,22.0,50.0,0.44,22.0,27.0,0.815,10.0,11.0,71.0,7.0,11.0,36.0,19.0,L,5.0,2020,11.0,22.0,robert-morris,57.0,,pittsburgh
101462,9.0,17.0,0.529,19.0,1.0,2019-11-15,32.0,55.0,0.5820000000000001,12.0,20.0,0.6,8.0,Howard,6.0,21.0,0.28600000000000003,15.0,1.0,26.0,57.0,0.456,7.0,14.0,0.5,9.0,17.0,65.0,3.0,12.0,26.0,16.0,W,4.0,2020,10.0,30.0,robert-morris,85.0,N,howard
101463,8.0,26.0,0.308,17.0,2.0,2019-11-16,23.0,68.0,0.33799999999999997,2.0,5.0,0.4,12.0,Toledo,9.0,20.0,0.45,17.0,2.0,24.0,52.0,0.462,13.0,21.0,0.619,5.0,9.0,70.0,5.0,10.0,37.0,18.0,L,7.0,2020,9.0,39.0,robert-morris,56.0,@,toledo
101464,6.0,23.0,0.261,15.0,1.0,2019-11-21,22.0,61.0,0.361,12.0,18.0,0.667,10.0,UIC,9.0,24.0,0.375,18.0,10.0,28.0,55.0,0.509,7.0,12.0,0.583,9.0,17.0,72.0,10.0,18.0,33.0,18.0,L,8.0,2020,15.0,27.0,robert-morris,62.0,@,illinois-chicago
101465,6.0,19.0,0.316,13.0,1.0,2019-11-23,23.0,62.0,0.371,10.0,14.0,0.7140000000000001,8.0,Marquette,4.0,16.0,0.25,13.0,6.0,20.0,47.0,0.426,22.0,28.0,0.7859999999999999,9.0,14.0,66.0,4.0,21.0,35.0,23.0,L,9.0,2020,12.0,28.0,robert-morris,62.0,@,marquette
101467,6.0,29.0,0.207,11.0,3.0,2019-11-30,23.0,57.0,0.40399999999999997,7.0,13.0,0.5379999999999999,11.0,Cleveland State,1.0,9.0,0.111,15.0,2.0,25.0,45.0,0.556,19.0,24.0,0.792,3.0,14.0,70.0,12.0,15.0,25.0,21.0,L,4.0,2020,17.0,29.0,robert-morris,59.0,@,cleveland-state
101468,10.0,28.0,0.35700000000000004,15.0,0.0,2019-12-04,28.0,69.0,0.406,4.0,9.0,0.444,7.0,Youngstown State,8.0,19.0,0.42100000000000004,15.0,2.0,28.0,61.0,0.45899999999999996,17.0,23.0,0.7390000000000001,9.0,15.0,81.0,6.0,12.0,39.0,20.0,L,6.0,2020,13.0,30.0,robert-morris,70.0,@,youngstown-state
101469,8.0,20.0,0.4,12.0,1.0,2019-12-07,20.0,52.0,0.385,16.0,23.0,0.696,7.0,Florida Gulf Coast,8.0,35.0,0.22899999999999998,17.0,6.0,22.0,57.0,0.386,7.0,9.0,0.778,8.0,21.0,59.0,4.0,11.0,31.0,14.0,W,5.0,2020,12.0,32.0,robert-morris,64.0,@,florida-gulf-coast
101470,12.0,31.0,0.387,16.0,2.0,2019-12-17,28.0,59.0,0.475,15.0,21.0,0.7140000000000001,8.0,Central Michigan,9.0,25.0,0.36,12.0,1.0,27.0,57.0,0.474,16.0,22.0,0.727,8.0,19.0,79.0,7.0,16.0,32.0,18.0,W,8.0,2020,14.0,30.0,robert-morris,83.0,,central-michigan
101471,11.0,25.0,0.44,21.0,1.0,2019-12-21,23.0,47.0,0.489,12.0,16.0,0.75,6.0,UNLV,3.0,11.0,0.273,16.0,1.0,31.0,56.0,0.5539999999999999,16.0,23.0,0.696,16.0,18.0,81.0,6.0,11.0,34.0,24.0,L,5.0,2020,11.0,17.0,robert-morris,69.0,@,nevada-las-vegas
101472,14.0,30.0,0.467,23.0,1.0,2020-01-02,32.0,61.0,0.525,11.0,14.0,0.7859999999999999,8.0,Central Connecticut,7.0,23.0,0.304,13.0,5.0,28.0,63.0,0.444,15.0,19.0,0.789,6.0,18.0,78.0,7.0,12.0,23.0,15.0,W,4.0,2020,15.0,36.0,robert-morris,89.0,@,central-connecticut-state
101473,8.0,16.0,0.5,18.0,1.0,2020-01-04,26.0,57.0,0.456,9.0,13.0,0.6920000000000001,8.0,Merrimack,5.0,16.0,0.313,13.0,3.0,22.0,48.0,0.45799999999999996,9.0,14.0,0.643,5.0,16.0,58.0,7.0,19.0,28.0,15.0,W,8.0,2020,13.0,30.0,robert-morris,69.0,@,merrimack
101474,9.0,19.0,0.474,17.0,3.0,2020-01-09,32.0,59.0,0.542,5.0,12.0,0.41700000000000004,5.0,St. Francis (NY),6.0,24.0,0.25,9.0,4.0,20.0,58.0,0.345,6.0,9.0,0.667,9.0,13.0,52.0,4.0,13.0,30.0,10.0,W,4.0,2020,10.0,32.0,robert-morris,78.0,,st-francis-ny
101475,15.0,31.0,0.484,23.0,4.0,2020-01-11,33.0,59.0,0.5589999999999999,13.0,18.0,0.722,6.0,Wagner,6.0,19.0,0.316,10.0,2.0,24.0,56.0,0.429,8.0,17.0,0.47100000000000003,13.0,20.0,62.0,3.0,17.0,35.0,19.0,W,6.0,2020,8.0,27.0,robert-morris,94.0,,wagner
101476,2.0,15.0,0.133,15.0,0.0,2020-01-18,19.0,46.0,0.413,9.0,12.0,0.75,5.0,Merrimack,4.0,15.0,0.267,7.0,2.0,18.0,40.0,0.45,13.0,18.0,0.722,3.0,17.0,53.0,7.0,13.0,26.0,18.0,L,1.0,2020,15.0,27.0,robert-morris,49.0,,merrimack
101477,5.0,21.0,0.23800000000000002,17.0,5.0,2020-01-20,28.0,54.0,0.519,6.0,8.0,0.75,9.0,Sacred Heart,3.0,21.0,0.14300000000000002,7.0,4.0,20.0,58.0,0.345,12.0,20.0,0.6,13.0,15.0,55.0,6.0,13.0,30.0,20.0,W,5.0,2020,17.0,33.0,robert-morris,67.0,,sacred-heart
101478,4.0,18.0,0.222,13.0,1.0,2020-01-23,24.0,63.0,0.381,5.0,10.0,0.5,8.0,St. Francis (NY),6.0,15.0,0.4,18.0,5.0,30.0,56.0,0.536,12.0,15.0,0.8,5.0,10.0,78.0,3.0,11.0,35.0,10.0,L,5.0,2020,9.0,30.0,robert-morris,57.0,@,st-francis-ny
101479,5.0,19.0,0.263,15.0,2.0,2020-01-25,25.0,58.0,0.431,16.0,22.0,0.727,10.0,LIU,7.0,25.0,0.28,14.0,2.0,24.0,58.0,0.414,11.0,16.0,0.688,8.0,17.0,66.0,4.0,15.0,33.0,17.0,W,5.0,2020,13.0,38.0,robert-morris,71.0,@,long-island-university
101480,10.0,23.0,0.435,16.0,1.0,2020-01-30,22.0,59.0,0.373,10.0,14.0,0.7140000000000001,8.0,Bryant,7.0,28.0,0.25,9.0,5.0,17.0,59.0,0.28800000000000003,13.0,18.0,0.722,12.0,13.0,54.0,6.0,15.0,38.0,14.0,W,7.0,2020,13.0,39.0,robert-morris,64.0,,bryant
101481,7.0,25.0,0.28,17.0,3.0,2020-02-01,21.0,51.0,0.41200000000000003,15.0,25.0,0.6,13.0,Central Connecticut,6.0,18.0,0.33299999999999996,8.0,2.0,21.0,53.0,0.396,9.0,11.0,0.818,5.0,23.0,57.0,7.0,9.0,26.0,13.0,W,4.0,2020,12.0,39.0,robert-morris,64.0,,central-connecticut-state
101482,8.0,23.0,0.348,14.0,3.0,2020-02-06,20.0,49.0,0.408,19.0,28.0,0.679,9.0,Wagner,8.0,16.0,0.5,13.0,4.0,24.0,41.0,0.585,6.0,6.0,1.0,5.0,20.0,62.0,6.0,26.0,29.0,12.0,W,13.0,2020,11.0,17.0,robert-morris,67.0,@,wagner
101483,7.0,17.0,0.41200000000000003,18.0,0.0,2020-02-08,23.0,55.0,0.418,8.0,13.0,0.615,5.0,Sacred Heart,7.0,18.0,0.389,8.0,7.0,18.0,50.0,0.36,15.0,17.0,0.882,6.0,19.0,58.0,4.0,16.0,34.0,19.0,W,4.0,2020,12.0,29.0,robert-morris,61.0,@,sacred-heart
101484,11.0,20.0,0.55,19.0,3.0,2020-02-13,30.0,59.0,0.508,6.0,11.0,0.545,8.0,Mount St. Mary's,6.0,16.0,0.375,13.0,3.0,20.0,50.0,0.4,14.0,19.0,0.737,7.0,12.0,60.0,0.0,9.0,27.0,20.0,W,2.0,2020,8.0,32.0,robert-morris,77.0,@,mount-st-marys
101485,6.0,21.0,0.28600000000000003,15.0,2.0,2020-02-15,25.0,56.0,0.446,15.0,16.0,0.938,7.0,Fairleigh Dickinson,8.0,24.0,0.33299999999999996,9.0,1.0,27.0,58.0,0.466,10.0,13.0,0.769,6.0,15.0,72.0,5.0,8.0,29.0,17.0,L,6.0,2020,8.0,32.0,robert-morris,71.0,,fairleigh-dickinson
101486,5.0,18.0,0.278,16.0,4.0,2020-02-18,27.0,58.0,0.466,12.0,15.0,0.8,10.0,Saint Francis (PA),9.0,20.0,0.45,18.0,5.0,36.0,72.0,0.5,5.0,10.0,0.5,16.0,12.0,86.0,11.0,12.0,38.0,9.0,L,3.0,2020,15.0,28.0,robert-morris,71.0,@,saint-francis-pa
101487,9.0,22.0,0.409,13.0,3.0,2020-02-21,24.0,51.0,0.47100000000000003,11.0,18.0,0.611,6.0,Mount St. Mary's,8.0,19.0,0.42100000000000004,11.0,1.0,20.0,48.0,0.41700000000000004,12.0,17.0,0.706,5.0,17.0,60.0,6.0,13.0,25.0,17.0,W,6.0,2020,8.0,26.0,robert-morris,68.0,,mount-st-marys
101488,10.0,27.0,0.37,13.0,1.0,2020-02-23,27.0,61.0,0.44299999999999995,6.0,11.0,0.545,9.0,Fairleigh Dickinson,9.0,20.0,0.45,12.0,1.0,28.0,50.0,0.56,10.0,11.0,0.909,4.0,15.0,75.0,9.0,16.0,28.0,13.0,L,9.0,2020,12.0,25.0,robert-morris,70.0,@,fairleigh-dickinson
101489,10.0,23.0,0.435,20.0,3.0,2020-02-29,27.0,53.0,0.509,14.0,21.0,0.667,8.0,Saint Francis (PA),5.0,21.0,0.23800000000000002,7.0,1.0,22.0,57.0,0.386,19.0,27.0,0.7040000000000001,14.0,21.0,68.0,7.0,9.0,34.0,21.0,W,5.0,2020,10.0,30.0,robert-morris,78.0,,saint-francis-pa
101490,5.0,24.0,0.20800000000000002,19.0,4.0,2020-03-04,23.0,54.0,0.426,8.0,12.0,0.667,7.0,St. Francis (NY),7.0,13.0,0.5379999999999999,6.0,2.0,21.0,52.0,0.40399999999999997,9.0,11.0,0.818,11.0,16.0,58.0,9.0,18.0,38.0,15.0,W,10.0,2020,14.0,25.0,robert-morris,59.0,,st-francis-ny
101491,9.0,19.0,0.474,20.0,2.0,2020-03-07,28.0,49.0,0.5710000000000001,21.0,26.0,0.8079999999999999,6.0,LIU,8.0,26.0,0.308,7.0,1.0,19.0,53.0,0.358,20.0,23.0,0.87,6.0,20.0,66.0,5.0,14.0,23.0,17.0,W,11.0,2020,15.0,34.0,robert-morris,86.0,,long-island-university
101492,10.0,27.0,0.37,16.0,3.0,2020-03-10,30.0,62.0,0.484,7.0,10.0,0.7,11.0,Saint Francis (PA),3.0,17.0,0.17600000000000002,7.0,0.0,28.0,59.0,0.475,8.0,9.0,0.889,8.0,13.0,67.0,4.0,11.0,28.0,14.0,W,6.0,2020,7.0,30.0,robert-morris,77.0,,saint-francis-pa
101493,7.0,21.0,0.33299999999999996,9.0,3.0,2019-11-05,24.0,58.0,0.414,8.0,15.0,0.5329999999999999,9.0,Colorado State,7.0,23.0,0.304,12.0,1.0,23.0,50.0,0.46,21.0,26.0,0.8079999999999999,7.0,18.0,74.0,4.0,14.0,35.0,25.0,L,2.0,2020,14.0,30.0,denver,63.0,@,colorado-state
101494,7.0,12.0,0.583,16.0,4.0,2019-11-09,32.0,66.0,0.485,3.0,6.0,0.5,5.0,Utah Valley,5.0,23.0,0.217,7.0,7.0,23.0,53.0,0.434,11.0,14.0,0.7859999999999999,6.0,10.0,62.0,3.0,12.0,32.0,15.0,W,4.0,2020,7.0,27.0,denver,74.0,,utah-valley
101495,4.0,16.0,0.25,9.0,5.0,2019-11-12,21.0,54.0,0.389,10.0,14.0,0.7140000000000001,1.0,Utah State,14.0,30.0,0.467,23.0,4.0,32.0,67.0,0.478,19.0,24.0,0.792,13.0,15.0,97.0,10.0,12.0,46.0,21.0,L,4.0,2020,15.0,23.0,denver,56.0,@,utah-state
101497,2.0,12.0,0.16699999999999998,7.0,1.0,2019-11-23,18.0,54.0,0.33299999999999996,11.0,22.0,0.5,5.0,UC-Riverside,9.0,31.0,0.29,15.0,3.0,27.0,56.0,0.48200000000000004,10.0,16.0,0.625,4.0,22.0,73.0,4.0,10.0,35.0,16.0,L,5.0,2020,8.0,29.0,denver,49.0,@,uc-riverside
101498,4.0,13.0,0.308,19.0,1.0,2019-11-27,27.0,59.0,0.45799999999999996,6.0,9.0,0.667,5.0,Santa Clara,7.0,28.0,0.25,21.0,5.0,32.0,63.0,0.508,10.0,14.0,0.7140000000000001,7.0,14.0,81.0,9.0,14.0,34.0,16.0,L,10.0,2020,18.0,31.0,denver,64.0,@,santa-clara
101499,2.0,12.0,0.16699999999999998,10.0,1.0,2019-11-29,20.0,50.0,0.4,23.0,28.0,0.821,6.0,Cal State Fullerton,4.0,20.0,0.2,10.0,2.0,22.0,50.0,0.44,14.0,21.0,0.667,6.0,22.0,62.0,5.0,12.0,29.0,19.0,W,7.0,2020,10.0,31.0,denver,65.0,N,cal-state-fullerton
101500,1.0,16.0,0.063,9.0,1.0,2019-11-30,20.0,52.0,0.385,10.0,18.0,0.556,12.0,Southeast Missouri State,7.0,24.0,0.292,13.0,0.0,27.0,50.0,0.54,5.0,8.0,0.625,8.0,20.0,66.0,12.0,22.0,31.0,16.0,L,12.0,2020,20.0,29.0,denver,51.0,N,southeast-missouri-state
101501,6.0,13.0,0.462,13.0,1.0,2019-12-03,19.0,35.0,0.5429999999999999,23.0,32.0,0.7190000000000001,2.0,Jackson State,2.0,24.0,0.083,12.0,1.0,26.0,66.0,0.39399999999999996,4.0,9.0,0.444,6.0,27.0,58.0,15.0,12.0,24.0,15.0,W,5.0,2020,26.0,39.0,denver,67.0,,jackson-state
101502,7.0,19.0,0.368,12.0,0.0,2019-12-08,21.0,47.0,0.447,13.0,22.0,0.591,5.0,UCLA,5.0,22.0,0.22699999999999998,14.0,2.0,28.0,59.0,0.475,20.0,27.0,0.741,15.0,22.0,81.0,8.0,9.0,40.0,24.0,L,3.0,2020,17.0,25.0,denver,62.0,@,ucla
101503,5.0,13.0,0.385,12.0,2.0,2019-12-10,26.0,57.0,0.456,10.0,15.0,0.667,3.0,New Mexico State,8.0,22.0,0.364,12.0,1.0,28.0,56.0,0.5,8.0,14.0,0.5710000000000001,8.0,17.0,72.0,9.0,19.0,36.0,19.0,L,8.0,2020,15.0,23.0,denver,67.0,,new-mexico-state
101504,11.0,22.0,0.5,17.0,1.0,2019-12-14,29.0,59.0,0.4920000000000001,6.0,8.0,0.75,4.0,Air Force,13.0,27.0,0.48100000000000004,17.0,3.0,25.0,54.0,0.46299999999999997,16.0,21.0,0.762,7.0,14.0,79.0,3.0,12.0,33.0,21.0,L,3.0,2020,11.0,28.0,denver,75.0,,air-force
101505,2.0,8.0,0.25,5.0,6.0,2019-12-17,23.0,46.0,0.5,16.0,27.0,0.593,5.0,Northern Colorado,9.0,19.0,0.474,9.0,2.0,28.0,58.0,0.483,21.0,28.0,0.75,8.0,26.0,86.0,8.0,13.0,28.0,24.0,L,8.0,2020,25.0,31.0,denver,64.0,@,northern-colorado
101506,8.0,22.0,0.364,13.0,3.0,2019-12-21,21.0,58.0,0.36200000000000004,16.0,34.0,0.47100000000000003,14.0,Wyoming,7.0,27.0,0.259,11.0,6.0,22.0,55.0,0.4,21.0,28.0,0.75,4.0,22.0,72.0,3.0,10.0,32.0,25.0,L (1 OT),6.0,2020,14.0,44.0,denver,66.0,,wyoming
101507,5.0,14.0,0.35700000000000004,8.0,2.0,2019-12-29,19.0,59.0,0.322,12.0,15.0,0.8,6.0,North Dakota State,8.0,23.0,0.348,14.0,1.0,24.0,51.0,0.47100000000000003,10.0,13.0,0.769,3.0,14.0,66.0,4.0,14.0,37.0,12.0,L,7.0,2020,10.0,31.0,denver,55.0,,north-dakota-state
